Timestamp,Low,High,Open,Close,Weighted_Price
2020-06-01 09:00:00,9527.45,9542.51,9533.69,9530.84,24.20255905
2020-06-01 09:15:00,9526.69,9545.47,9530.84,9544.41,16.72692922
2020-06-01 09:30:00,9538.64,9553.99,9544.78,9538.64,35.63807764
2020-06-01 09:45:00,9526.7,9541.87,9538.2,9535.47,19.31232877
2020-06-01 10:00:00,9512.38,9535.47,9535.47,9512.38,50.8153734
2020-06-01 10:15:00,9507.48,9533.72,9512.39,9533.12,49.41526831
2020-06-01 10:30:00,9520.39,9539.56,9533.12,9538.56,42.12428586
2020-06-01 10:45:00,9531.09,9544.85,9538.55,9538.97,38.15634339
2020-06-01 11:00:00,9517.0,9544.26,9538.98,9518.78,24.89708238
2020-06-01 11:15:00,9511.56,9523.03,9518.78,9516.76,54.93229251
2020-06-01 11:30:00,9508.71,9524.3,9516.75,9522.33,32.4025196
2020-06-01 11:45:00,9508.32,9534.8,9522.34,9508.63,40.23980628
2020-06-01 12:00:00,9501.69,9522.97,9508.32,9506.31,71.42616204
2020-06-01 12:15:00,9490.0,9576.0,9506.31,9574.85,128.22875776
2020-06-01 12:30:00,9558.02,9590.45,9574.85,9569.97,99.35339347
2020-06-01 12:45:00,9560.0,9577.14,9565.61,9560.01,71.16734002
2020-06-01 13:00:00,9550.16,9567.2,9560.0,9559.93,115.02340525
2020-06-01 13:15:00,9548.22,9562.48,9556.81,9562.47,128.89807297
2020-06-01 13:30:00,9554.13,9566.82,9562.47,9566.82,44.19080538
2020-06-01 13:45:00,9538.51,9568.13,9566.81,9550.88,65.60352392
2020-06-01 14:00:00,9548.0,9568.62,9548.58,9560.14,110.31391249
2020-06-01 14:15:00,9551.05,9578.55,9560.14,9553.6,70.61345518
2020-06-01 14:30:00,9550.75,9577.38,9553.61,9573.97,148.76825957
2020-06-01 14:45:00,9548.0,9577.94,9574.28,9562.03,122.70603363
2020-06-01 15:00:00,9491.37,9562.92,9562.02,9518.8,209.97101386
2020-06-01 15:15:00,9507.0,9532.0,9518.79,9526.67,116.63537245
2020-06-01 15:30:00,9525.89,9550.0,9526.08,9532.6,129.02352996
2020-06-01 15:45:00,9524.01,9538.0,9531.27,9538.0,51.33579525
2020-06-01 16:00:00,9537.0,9593.52,9538.0,9579.01,222.21875359
2020-06-01 16:15:00,9550.0,9613.0,9579.0,9564.54,293.41778012
2020-06-01 16:30:00,9553.23,9575.0,9564.29,9568.61,85.98513586
2020-06-01 16:45:00,9561.54,9587.8,9568.6,9585.62,90.63546209
2020-06-01 17:00:00,9569.76,9595.32,9585.61,9571.5,91.95137889
2020-06-01 17:15:00,9563.42,9580.77,9571.5,9579.34,83.34173527
2020-06-01 17:30:00,9576.68,9591.46,9579.33,9582.68,111.93682666
2020-06-01 17:45:00,9570.42,9583.99,9583.73,9578.58,54.96654373
2020-06-01 18:00:00,9575.0,9588.38,9577.78,9581.0,65.78139118
2020-06-01 18:15:00,9567.87,9581.0,9581.0,9571.7,84.18508561
2020-06-01 18:30:00,9557.26,9578.28,9570.37,9576.18,82.10055374
2020-06-01 18:45:00,9568.49,9587.13,9576.15,9584.6,63.13603767
2020-06-01 19:00:00,9580.15,9593.69,9584.94,9583.57,74.15901813
2020-06-01 19:15:00,9578.6,9609.43,9583.56,9607.98,79.60751512
2020-06-01 19:30:00,9590.0,9613.0,9607.99,9604.2,117.08120937
2020-06-01 19:45:00,9566.0,9604.19,9604.19,9573.84,115.57516714
2020-06-01 20:00:00,9560.82,9590.18,9575.71,9588.93,226.79504904
2020-06-01 20:15:00,9580.17,9595.78,9585.0,9595.18,141.25928829
2020-06-01 20:30:00,9592.31,9613.3,9595.18,9613.3,163.85077029
2020-06-01 20:45:00,9613.29,9699.21,9613.29,9682.77,504.59685488
2020-06-01 21:00:00,9634.03,9708.19,9682.77,9680.4,354.41229307
2020-06-01 21:15:00,9658.47,9677.31,9676.22,9676.78,99.61532836
2020-06-01 21:30:00,9652.49,9677.0,9676.78,9660.0,129.6267172
2020-06-01 21:45:00,9651.0,9660.0,9659.99,9653.97,65.87475012
2020-06-01 22:00:00,9653.96,9681.44,9653.96,9668.38,154.92346366
2020-06-01 22:15:00,9664.39,9729.25,9667.87,9706.23,239.3019295
2020-06-01 22:30:00,9687.47,9725.69,9703.19,9725.69,222.16631828
2020-06-01 22:45:00,9700.07,9755.37,9725.69,9750.98,637.18655432
2020-06-01 23:00:00,9750.98,10221.99,9750.98,10126.53,4897.09565093
2020-06-01 23:15:00,9985.74,10170.0,10123.33,10123.22,2787.02288923
2020-06-01 23:30:00,10106.42,10428.0,10122.02,10300.01,3097.22186944
2020-06-01 23:45:00,10151.0,10305.01,10300.01,10208.96,1516.84439714
2020-06-02 00:00:00,10132.12,10237.6,10208.96,10194.59,1506.33196476
2020-06-02 00:15:00,10159.02,10210.0,10194.59,10207.08,525.20716163
2020-06-02 00:30:00,10160.88,10213.36,10209.98,10171.35,471.30672898
2020-06-02 00:45:00,10111.11,10188.0,10171.35,10125.68,899.22490417
2020-06-02 01:00:00,10080.0,10150.0,10125.44,10096.32,967.55734307
2020-06-02 01:15:00,10085.0,10129.78,10098.62,10085.01,1129.65919216
2020-06-02 01:30:00,10060.0,10091.68,10085.0,10088.54,756.69769144
2020-06-02 01:45:00,10071.66,10129.59,10090.45,10127.87,644.03925794
2020-06-02 02:00:00,10080.95,10127.87,10127.87,10097.72,424.2683295
2020-06-02 02:15:00,10088.19,10117.17,10096.01,10094.62,249.76449032
2020-06-02 02:30:00,10091.01,10119.93,10097.48,10104.12,251.15975079
2020-06-02 02:45:00,10081.3,10105.43,10104.12,10089.16,220.71204938
2020-06-02 03:00:00,10052.5,10106.15,10089.15,10056.74,261.70439349
2020-06-02 03:15:00,10037.6,10072.47,10056.74,10061.37,687.01606045
2020-06-02 03:30:00,10056.78,10077.26,10063.63,10070.23,123.15440869
2020-06-02 03:45:00,10071.71,10098.99,10071.84,10091.0,123.48210671
2020-06-02 04:00:00,10075.0,10110.61,10090.99,10087.9,178.94518785
2020-06-02 04:15:00,10065.78,10104.1,10087.9,10095.08,121.6617569
2020-06-02 04:30:00,10092.09,10113.21,10095.08,10100.0,103.85250353
2020-06-02 04:45:00,10082.78,10103.38,10099.99,10092.78,88.90352411
2020-06-02 05:00:00,10078.58,10098.89,10092.78,10098.43,133.29028021
2020-06-02 05:15:00,10081.5,10102.42,10097.41,10101.66,89.6725298
2020-06-02 05:30:00,10095.07,10119.4,10101.65,10109.46,142.41060289
2020-06-02 05:45:00,10065.0,10121.1,10111.09,10084.29,164.4090174
2020-06-02 06:00:00,10079.39,10127.47,10082.88,10117.44,99.56548455
2020-06-02 06:15:00,10104.98,10122.52,10117.43,10106.55,126.37731923
2020-06-02 06:30:00,10086.77,10106.83,10106.55,10091.39,105.07176794
2020-06-02 06:45:00,10086.65,10102.57,10091.4,10093.19,79.52830871
2020-06-02 07:00:00,10088.88,10102.56,10093.2,10100.73,48.10177199
2020-06-02 07:15:00,10093.31,10114.42,10100.73,10109.6,54.7030147
2020-06-02 07:30:00,10086.23,10109.76,10109.6,10093.96,86.2374916
2020-06-02 07:45:00,10093.97,10122.59,10093.97,10118.85,68.14078168
2020-06-02 08:00:00,10117.51,10148.0,10118.84,10129.16,198.41001974
2020-06-02 08:15:00,10120.0,10143.11,10129.25,10124.83,69.55809544
2020-06-02 08:30:00,10105.53,10126.65,10124.83,10109.59,60.6614701
2020-06-02 08:45:00,10100.62,10118.0,10109.71,10101.68,62.52727823
2020-06-02 09:00:00,10101.67,10116.51,10101.67,10108.13,41.56822827
2020-06-02 09:15:00,10108.13,10120.28,10108.13,10114.97,47.68781472
2020-06-02 09:30:00,10100.0,10117.74,10114.74,10104.45,43.29993536
2020-06-02 09:45:00,10091.78,10108.0,10104.45,10097.07,119.0662107
2020-06-02 10:00:00,10092.96,10116.03,10097.08,10110.67,61.53488579
2020-06-02 10:15:00,10099.27,10110.67,10110.67,10101.83,42.46040423
2020-06-02 10:30:00,10096.65,10127.98,10101.28,10123.94,104.78602847
2020-06-02 10:45:00,10113.34,10140.42,10123.93,10133.51,94.69325615
2020-06-02 11:00:00,10101.0,10141.76,10133.51,10105.09,193.14665174
2020-06-02 11:15:00,10100.88,10112.82,10105.09,10100.9,66.2282062
2020-06-02 11:30:00,10091.0,10107.59,10100.89,10096.57,136.42227077
2020-06-02 11:45:00,10087.6,10104.87,10096.57,10104.84,93.33876016
2020-06-02 12:00:00,10102.54,10122.07,10102.55,10122.0,85.39325483
2020-06-02 12:15:00,10100.01,10131.17,10122.01,10103.53,119.95056297
2020-06-02 12:30:00,10103.21,10119.96,10103.53,10112.51,188.47388994
2020-06-02 12:45:00,10112.5,10124.99,10112.5,10118.87,320.06175866
2020-06-02 13:00:00,10117.61,10140.52,10118.86,10140.22,187.2215662
2020-06-02 13:15:00,10125.01,10170.6,10140.22,10160.06,439.19830929
2020-06-02 13:30:00,10150.0,10185.61,10160.06,10171.99,307.3729959
2020-06-02 13:45:00,10151.95,10175.72,10171.98,10154.42,218.99013062
2020-06-02 14:00:00,10154.0,10176.44,10154.41,10160.0,154.9234939
2020-06-02 14:15:00,10140.36,10164.45,10159.22,10150.09,173.52775955
2020-06-02 14:30:00,10128.85,10155.01,10150.08,10130.0,561.0207679
2020-06-02 14:45:00,9300.0,10135.91,10130.0,9583.37,6680.05798088
2020-06-02 15:00:00,9477.15,9602.0,9583.36,9527.35,1548.41928042
2020-06-02 15:15:00,9270.0,9544.99,9527.34,9369.6,2150.64534014
2020-06-02 15:30:00,9316.5,9490.33,9366.34,9456.62,1022.76895059
2020-06-02 15:45:00,9437.77,9503.81,9456.62,9464.46,1257.9397025
2020-06-02 16:00:00,9425.87,9510.94,9464.44,9475.42,348.75358225
2020-06-02 16:15:00,9447.01,9491.81,9475.42,9490.9,272.13546052
2020-06-02 16:30:00,9417.38,9490.9,9490.9,9440.0,398.15606079
2020-06-02 16:45:00,9436.13,9483.83,9440.0,9478.95,166.08325282
2020-06-02 17:00:00,9461.34,9490.0,9477.38,9486.02,142.55440381
2020-06-02 17:15:00,9470.0,9492.55,9485.99,9482.11,166.35340114
2020-06-02 17:30:00,9475.0,9499.0,9482.11,9498.46,145.55230606
2020-06-02 17:45:00,9498.45,9538.67,9498.46,9536.26,263.33338147
2020-06-02 18:00:00,9516.01,9543.0,9536.26,9533.95,268.42730477
2020-06-02 18:15:00,9498.0,9544.0,9533.96,9509.63,207.6148345
2020-06-02 18:30:00,9503.81,9528.72,9509.51,9527.72,88.89959372
2020-06-02 18:45:00,9506.53,9528.72,9527.72,9512.33,136.43860244
2020-06-02 19:00:00,9490.92,9514.28,9512.33,9507.45,191.89967152
2020-06-02 19:15:00,9505.39,9537.79,9505.39,9537.79,106.05310952
2020-06-02 19:30:00,9517.26,9538.0,9537.78,9525.44,114.10238758
2020-06-02 19:45:00,9507.1,9540.22,9525.43,9509.64,123.93158985
2020-06-02 20:00:00,9456.57,9512.81,9509.64,9477.23,274.13484855
2020-06-02 20:15:00,9472.56,9501.53,9477.23,9501.53,136.99684636
2020-06-02 20:30:00,9495.13,9504.11,9501.53,9502.75,60.56212373
2020-06-02 20:45:00,9495.86,9525.0,9502.72,9525.0,116.98477666
2020-06-02 21:00:00,9515.52,9526.36,9524.99,9522.71,71.02745704
2020-06-02 21:15:00,9512.35,9537.77,9522.7,9537.76,112.65222657
2020-06-02 21:30:00,9535.05,9552.39,9537.77,9551.38,91.96559381
2020-06-02 21:45:00,9523.42,9551.38,9551.38,9526.3,96.87473143
2020-06-02 22:00:00,9525.06,9550.92,9528.54,9548.52,161.61193859
2020-06-02 22:15:00,9506.59,9553.93,9548.53,9522.91,128.29058854
2020-06-02 22:30:00,9504.26,9537.0,9522.91,9532.5,137.57572391
2020-06-02 22:45:00,9425.0,9532.5,9532.5,9494.15,364.51071867
2020-06-02 23:00:00,9465.02,9506.09,9498.78,9485.0,165.49742246
2020-06-02 23:15:00,9473.9,9510.77,9485.0,9509.0,180.4469535
2020-06-02 23:30:00,9503.87,9519.99,9509.0,9512.92,95.145186
2020-06-02 23:45:00,9508.53,9538.36,9512.92,9522.46,102.50417094
2020-06-03 00:00:00,9500.58,9537.24,9521.53,9524.71,99.24018484
2020-06-03 00:15:00,9518.92,9538.99,9524.7,9525.0,111.78993539
2020-06-03 00:30:00,9494.2,9529.59,9526.38,9516.98,91.56763951
2020-06-03 00:45:00,9511.58,9530.91,9517.55,9528.5,90.55311158
2020-06-03 01:00:00,9505.34,9531.19,9528.92,9507.42,94.04060405
2020-06-03 01:15:00,9496.01,9513.68,9507.42,9496.73,87.14136433
2020-06-03 01:30:00,9495.99,9511.04,9496.73,9506.81,71.39803707
2020-06-03 01:45:00,9495.0,9510.71,9506.57,9503.24,69.79413246
2020-06-03 02:00:00,9471.06,9512.0,9503.24,9487.14,111.01186063
2020-06-03 02:15:00,9475.86,9503.64,9487.13,9488.55,67.72315019
2020-06-03 02:30:00,9486.69,9505.46,9488.54,9497.85,89.11082027
2020-06-03 02:45:00,9490.0,9508.89,9497.84,9492.1,71.63380676
2020-06-03 03:00:00,9483.15,9496.06,9491.41,9488.6,73.29181561
2020-06-03 03:15:00,9488.59,9499.22,9488.59,9490.02,66.28268786
2020-06-03 03:30:00,9475.57,9494.86,9490.02,9479.79,90.16429272
2020-06-03 03:45:00,9477.09,9493.13,9479.78,9486.63,73.30625498
2020-06-03 04:00:00,9475.18,9499.19,9486.63,9499.19,155.54773436
2020-06-03 04:15:00,9499.18,9517.28,9499.19,9513.05,159.72964465
2020-06-03 04:30:00,9494.28,9519.6,9513.05,9506.84,152.70593171
2020-06-03 04:45:00,9495.45,9506.84,9506.84,9495.45,64.33831752
2020-06-03 05:00:00,9493.44,9498.56,9495.45,9493.45,70.58396884
2020-06-03 05:15:00,9385.22,9493.45,9493.45,9448.45,535.23897118
2020-06-03 05:30:00,9445.5,9513.63,9448.43,9490.01,271.61138915
2020-06-03 05:45:00,9490.02,9522.0,9490.02,9512.25,156.7482993
2020-06-03 06:00:00,9510.37,9524.69,9512.26,9519.99,82.59546784
2020-06-03 06:15:00,9510.99,9524.42,9519.98,9516.14,68.6522155
2020-06-03 06:30:00,9500.0,9520.32,9516.14,9517.89,72.20931346
2020-06-03 06:45:00,9506.22,9519.12,9517.88,9515.05,69.93306802
2020-06-03 07:00:00,9487.16,9522.49,9515.05,9503.32,186.85794913
2020-06-03 07:15:00,9495.37,9507.82,9503.31,9500.0,53.95630244
2020-06-03 07:30:00,9500.0,9535.0,9500.0,9516.79,113.12900087
2020-06-03 07:45:00,9503.15,9516.79,9516.79,9508.41,20.55483166
2020-06-03 08:00:00,9507.38,9523.67,9507.38,9520.35,25.67517353
2020-06-03 08:15:00,9513.28,9524.83,9520.34,9523.53,23.06369731
2020-06-03 08:30:00,9516.51,9529.32,9523.53,9517.29,30.40350064
2020-06-03 08:45:00,9488.01,9520.29,9517.28,9505.87,46.09184041
2020-06-03 09:00:00,9501.15,9535.0,9504.87,9522.42,37.35458077
2020-06-03 09:15:00,9520.0,9531.09,9522.41,9523.12,22.28230876
2020-06-03 09:30:00,9516.28,9531.96,9523.28,9531.9,42.47003493
2020-06-03 09:45:00,9520.3,9533.1,9531.83,9526.28,37.86778069
2020-06-03 10:00:00,9523.63,9599.89,9523.63,9572.99,201.04764425
2020-06-03 10:15:00,9563.27,9599.42,9573.0,9571.63,89.6159147
2020-06-03 10:30:00,9563.21,9592.48,9571.64,9574.41,85.89310699
2020-06-03 10:45:00,9574.57,9619.0,9574.57,9592.28,88.58431592
2020-06-03 11:00:00,9574.01,9598.63,9591.0,9585.01,58.1682801
2020-06-03 11:15:00,9568.65,9594.09,9585.01,9586.08,55.55105317
2020-06-03 11:30:00,9577.93,9595.39,9586.08,9585.89,43.47206885
2020-06-03 11:45:00,9585.66,9620.65,9585.9,9620.65,96.91262323
2020-06-03 12:00:00,9612.0,9649.99,9620.64,9614.55,215.97692633
2020-06-03 12:15:00,9600.0,9624.64,9613.39,9600.0,128.29438373
2020-06-03 12:30:00,9563.93,9617.86,9600.0,9585.33,125.80053042
2020-06-03 12:45:00,9576.77,9611.31,9583.8,9602.75,74.54798663
2020-06-03 13:00:00,9599.76,9619.57,9602.74,9602.34,123.79575587
2020-06-03 13:15:00,9579.35,9604.42,9602.33,9603.06,141.64013403
2020-06-03 13:30:00,9580.86,9607.55,9602.82,9604.34,128.39157544
2020-06-03 13:45:00,9580.13,9605.91,9601.55,9587.58,81.53932052
2020-06-03 14:00:00,9500.0,9598.35,9587.57,9533.81,255.45728178
2020-06-03 14:15:00,9533.8,9569.66,9533.82,9559.94,72.70548357
2020-06-03 14:30:00,9535.0,9566.7,9559.56,9544.21,58.98013459
2020-06-03 14:45:00,9542.52,9587.51,9544.25,9583.58,80.97103244
2020-06-03 15:00:00,9561.42,9590.61,9583.59,9576.56,298.51551847
2020-06-03 15:15:00,9574.0,9593.68,9576.56,9575.0,91.55502148
2020-06-03 15:30:00,9527.0,9579.92,9575.0,9542.0,313.99576202
2020-06-03 15:45:00,9533.12,9558.33,9542.0,9556.46,117.17281073
2020-06-03 16:00:00,9550.4,9568.1,9556.46,9563.06,305.02356945
2020-06-03 16:15:00,9563.05,9584.0,9563.05,9570.09,127.42369849
2020-06-03 16:30:00,9558.86,9583.28,9570.09,9560.39,121.32527553
2020-06-03 16:45:00,9546.61,9570.16,9560.32,9557.79,323.27130292
2020-06-03 17:00:00,9554.74,9575.0,9556.79,9569.87,206.54287514
2020-06-03 17:15:00,9551.01,9574.0,9569.86,9569.54,319.34147567
2020-06-03 17:30:00,9556.43,9575.0,9569.54,9571.71,250.252548
2020-06-03 17:45:00,9556.0,9574.99,9571.73,9562.1,84.09802342
2020-06-03 18:00:00,9541.45,9565.87,9562.1,9548.49,134.87801319
2020-06-03 18:15:00,9545.28,9564.24,9548.48,9560.89,62.2989999
2020-06-03 18:30:00,9560.89,9617.73,9560.89,9613.62,175.25813211
2020-06-03 18:45:00,9598.15,9620.0,9612.21,9600.38,161.4299234
2020-06-03 19:00:00,9588.33,9622.12,9600.38,9608.54,95.57914233
2020-06-03 19:15:00,9595.32,9614.71,9608.53,9607.84,58.78385965
2020-06-03 19:30:00,9518.0,9611.43,9607.82,9574.46,258.42598949
2020-06-03 19:45:00,9563.69,9582.7,9574.46,9579.29,84.2518846
2020-06-03 20:00:00,9562.74,9581.03,9579.27,9567.42,66.15292731
2020-06-03 20:15:00,9557.15,9569.0,9567.43,9567.39,67.15863235
2020-06-03 20:30:00,9567.38,9580.61,9567.39,9579.83,45.17156405
2020-06-03 20:45:00,9575.43,9589.75,9578.48,9581.54,80.81126231
2020-06-03 21:00:00,9580.55,9596.36,9581.55,9583.41,76.90175471
2020-06-03 21:15:00,9574.01,9583.89,9582.95,9574.01,72.19808115
2020-06-03 21:30:00,9574.0,9593.79,9574.4,9586.71,89.16085288
2020-06-03 21:45:00,9576.0,9593.01,9586.72,9583.02,72.03756659
2020-06-03 22:00:00,9556.43,9590.85,9583.02,9576.86,89.49106358
2020-06-03 22:15:00,9565.4,9580.98,9576.98,9570.86,84.3536565
2020-06-03 22:30:00,9560.0,9594.0,9570.86,9593.99,66.36400205
2020-06-03 22:45:00,9587.11,9610.01,9594.0,9610.01,180.70347477
2020-06-03 23:00:00,9595.46,9624.18,9611.23,9602.01,93.37221554
2020-06-03 23:15:00,9597.24,9618.87,9602.62,9606.99,80.13753622
2020-06-03 23:30:00,9604.62,9695.0,9605.39,9654.33,473.84712725
2020-06-03 23:45:00,9644.52,9669.0,9654.33,9668.07,154.43982023
2020-06-04 00:00:00,9635.96,9676.79,9668.06,9645.07,115.79856908
2020-06-04 00:15:00,9601.01,9650.0,9645.07,9626.88,106.93331515
2020-06-04 00:30:00,9624.19,9644.85,9626.88,9634.36,87.87801909
2020-06-04 00:45:00,9627.28,9643.42,9634.36,9633.34,56.80522687
2020-06-04 01:00:00,9630.14,9670.73,9634.59,9659.18,72.36980731
2020-06-04 01:15:00,9640.0,9660.99,9658.54,9655.81,74.93379509
2020-06-04 01:30:00,9655.83,9670.9,9656.83,9666.37,49.80015575
2020-06-04 01:45:00,9640.15,9665.87,9665.14,9644.75,55.24359518
2020-06-04 02:00:00,9631.54,9669.78,9644.74,9667.32,100.99983132
2020-06-04 02:15:00,9663.52,9686.9,9667.29,9675.0,98.94322651
2020-06-04 02:30:00,9664.99,9689.84,9674.99,9672.86,77.7765461
2020-06-04 02:45:00,9664.45,9687.7,9672.88,9672.49,77.20357256
2020-06-04 03:00:00,9655.0,9684.98,9672.5,9655.01,109.18741273
2020-06-04 03:15:00,9654.36,9684.63,9655.01,9681.97,76.67644274
2020-06-04 03:30:00,9665.82,9685.0,9682.93,9677.01,48.94324055
2020-06-04 03:45:00,9668.48,9687.54,9676.17,9671.51,46.28425968
2020-06-04 04:00:00,9651.61,9676.79,9671.51,9665.38,67.94723935
2020-06-04 04:15:00,9650.13,9677.7,9665.37,9658.15,57.30126963
2020-06-04 04:30:00,9635.3,9656.56,9656.56,9654.31,53.53547229
2020-06-04 04:45:00,9629.01,9655.54,9654.31,9646.02,39.14337468
2020-06-04 05:00:00,9635.0,9655.67,9646.02,9652.44,25.78880011
2020-06-04 05:15:00,9646.59,9660.65,9652.43,9653.72,29.67069708
2020-06-04 05:30:00,9633.7,9653.05,9651.89,9640.6,24.15177803
2020-06-04 05:45:00,9625.2,9645.28,9640.6,9643.72,47.19853461
2020-06-04 06:00:00,9618.93,9643.74,9643.73,9628.71,34.47166254
2020-06-04 06:15:00,9628.1,9638.73,9628.7,9635.6,18.38414335
2020-06-04 06:30:00,9635.59,9658.83,9635.6,9655.46,19.7819834
2020-06-04 06:45:00,9643.83,9655.46,9655.46,9645.18,31.54126691
2020-06-04 07:00:00,9644.03,9662.74,9645.42,9662.72,44.32891801
2020-06-04 07:15:00,9652.2,9662.7,9662.38,9657.48,18.76318529
2020-06-04 07:30:00,9647.36,9666.97,9657.47,9650.16,27.31081337
2020-06-04 07:45:00,9643.83,9651.25,9650.15,9645.66,62.7983522
2020-06-04 08:00:00,9631.03,9647.51,9645.65,9644.2,54.52926032
2020-06-04 08:15:00,9614.27,9645.25,9644.67,9620.57,83.56695154
2020-06-04 08:30:00,9620.58,9637.95,9620.58,9626.12,33.53189331
2020-06-04 08:45:00,9626.13,9643.5,9626.13,9639.56,58.74860013
2020-06-04 09:00:00,9621.3,9639.57,9639.56,9622.58,28.16112804
2020-06-04 09:15:00,9501.0,9622.88,9622.63,9562.3,413.74830199
2020-06-04 09:30:00,9533.53,9562.3,9562.3,9550.21,96.06820806
2020-06-04 09:45:00,9544.4,9564.06,9550.22,9559.89,25.28263343
2020-06-04 10:00:00,9504.12,9561.06,9561.06,9525.95,110.41801879
2020-06-04 10:15:00,9513.9,9543.37,9525.95,9536.57,80.89330288
2020-06-04 10:30:00,9533.26,9549.0,9535.22,9547.88,86.97809272
2020-06-04 10:45:00,9540.0,9560.44,9548.44,9547.0,62.98093259
2020-06-04 11:00:00,9534.0,9553.68,9547.01,9537.92,79.19375961
2020-06-04 11:15:00,9510.53,9545.48,9537.02,9518.82,102.3833662
2020-06-04 11:30:00,9450.0,9650.0,9518.82,9611.08,694.86421486
2020-06-04 11:45:00,9603.98,9631.9,9607.24,9623.0,152.75509975
2020-06-04 12:00:00,9603.91,9651.33,9624.02,9651.33,99.15153389
2020-06-04 12:15:00,9634.35,9690.77,9652.21,9642.64,234.31362841
2020-06-04 12:30:00,9634.0,9648.36,9640.57,9645.39,73.46127009
2020-06-04 12:45:00,9636.38,9655.0,9645.4,9643.57,76.94970606
2020-06-04 13:00:00,9641.52,9668.62,9643.57,9654.47,114.8828354
2020-06-04 13:15:00,9654.46,9768.13,9654.46,9741.62,557.27370525
2020-06-04 13:30:00,9725.36,9768.99,9741.47,9765.67,310.1373599
2020-06-04 13:45:00,9744.69,9788.99,9762.11,9768.64,296.91257849
2020-06-04 14:00:00,9743.28,9782.97,9768.63,9748.17,216.79634126
2020-06-04 14:15:00,9740.0,9774.79,9748.63,9740.01,146.59552509
2020-06-04 14:30:00,9725.0,9749.93,9740.01,9742.08,132.10390759
2020-06-04 14:45:00,9739.37,9758.3,9742.07,9750.02,117.15845862
2020-06-04 15:00:00,9730.0,9770.0,9750.01,9741.69,145.70468787
2020-06-04 15:15:00,9716.05,9759.0,9741.69,9758.98,324.3033459
2020-06-04 15:30:00,9752.42,9770.0,9758.98,9767.03,131.15588622
2020-06-04 15:45:00,9752.46,9853.0,9767.03,9835.82,470.17164781
2020-06-04 16:00:00,9760.84,9869.19,9835.74,9786.26,557.5589443
2020-06-04 16:15:00,9775.75,9811.4,9786.33,9799.4,206.10957792
2020-06-04 16:30:00,9778.91,9805.56,9799.41,9778.92,141.97790243
2020-06-04 16:45:00,9770.17,9790.67,9778.92,9775.15,148.51565111
2020-06-04 17:00:00,9775.14,9797.96,9775.15,9791.92,88.5808822
2020-06-04 17:15:00,9780.31,9794.15,9791.93,9788.64,75.91085781
